200;0.002216911;;;;;;;;;;
205;0.002414705;;;;;;;;;;
210;0.002472138;;;;;;;;;;
215;0.002588838;;;;;;;;;;
220;0.002720773;;;;;;;;;;
225;0.002868575;;;;;;;;;;
230;0.002842039;;;;;;;;;;
235;0.002837012;;;;;;;;;;
240;0.002663115;;;;;;;;;;
245;0.00259154;;;;;;;;;;
250;0.002678384;;;;;;;;;;
255;0.002819653;;;;;;;;;;
260;0.002761262;;;;;;;;;;
265;0.002763456;;;;;;;;;;
270;0.002665684;;;;;;;;;;
275;0.002550408;;;;;;;;;;
280;0.002444428;;;;;;;;;;
285;0.002134851;;;;;;;;;;
290;0.002391127;;;;;;;;;;
295;0.002357002;;;;;;;;;;
300;0.002218357;;;;;;;;;;
305;0.001851664;;;;;;;;;;
310;0.002019387;;;;;;;;;;
315;0.00178157;;;;;;;;;;
320;0.001981181;;;;;;;;;;
325;0.002028611;;;;;;;;;;
330;0.001503825;;;;;;;;;;
335;0.001990442;;;;;;;;;;
340;0.000384927;;;;;;;;;;
345;2.91E-05;;;;;;;;;;
350;0.002432124;;;;;;;;;;
355;0.002295363;;;;;;;;;;
360;0.002395758;;;;;;;;;;
365;0.002594091;;;;;;;;;;
370;0.002706538;;;;;;;;;;
375;0.002593281;;;;;;;;;;
380;0.002711065;;;;;;;;;;
385;0.002626804;;;;;;;;;;
390;0.00277824;;;;;;;;;;
395;0.002821564;;;;;;;;;;
400;0.002989753;;;;;;;;;;
405;0.002916132;;;;;;;;;;
410;0.002966045;;;;;;;;;;
415;0.003036454;;;;;;;;;;
420;0.002940084;;;;;;;;;;
425;0.002967784;;;;;;;;;;
430;0.003051153;;;;;;;;;;
435;0.003114854;;;;;;;;;;
440;0.003256484;;;;;;;;;;
445;0.00314074;;;;;;;;;;
450;0.003427539;;;;;;;;;;
455;0.003200453;;;;;;;;;;
460;0.00343003;;;;;;;;;;
465;0.003211434;;;;;;;;;;
470;0.003136261;;;;;;;;;;
475;0.257724851;;;;;;;;;;
480;0.68013984;;;;;;;;;;
485;0.888426483;;;;;;;;;;
490;1.052474618;;;;;;;;;;
495;1.201589942;;;;;;;;;;
500;1.334153056;;;;;;;;;;
505;1.454717278;;;;;;;;;;
510;1.56902802;;;;;;;;;;
515;1.685540199;;;;;;;;;;
520;1.808499694;;;;;;;;;;
525;1.899479151;;;;;;;;;;
530;1.953723669;;;;;;;;;;
535;1.988108039;;;;;;;;;;
540;2.013687372;;;;;;;;;;
545;2.033440113;;;;;;;;;;
550;2.046792746;;;;;;;;;;
555;2.056789637;;;;;;;;;;
560;2.063993216;;;;;;;;;;
565;2.066400051;;;;;;;;;;
570;2.068677425;;;;;;;;;;
575;2.069199562;;;;;;;;;;
580;2.0697999;;;;;;;;;;
585;2.067440987;;;;;;;;;;
590;2.068177938;;;;;;;;;;
595;2.066000938;;;;;;;;;;
600;2.064997435;;;;;;;;;;
605;2.063382626;;;;;;;;;;
610;2.062097311;;;;;;;;;;
615;2.061277866;;;;;;;;;;
620;2.059745312;;;;;;;;;;
625;2.058263302;;;;;;;;;;
630;2.0573349;;;;;;;;;;
635;2.056307793;;;;;;;;;;
640;2.053798199;;;;;;;;;;
645;2.053844929;;;;;;;;;;
650;2.053568602;;;;;;;;;;
655;2.051028967;;;;;;;;;;
660;2.051735163;;;;;;;;;;
665;2.051314831;;;;;;;;;;
670;2.051389694;;;;;;;;;;
675;2.050647736;;;;;;;;;;
680;2.050810814;;;;;;;;;;
685;2.051867723;;;;;;;;;;
690;2.053750753;;;;;;;;;;
695;2.055049419;;;;;;;;;;
700;2.056281567;;;;;;;;;;
705;2.060584545;;;;;;;;;;
710;2.061984062;;;;;;;;;;
715;2.065023899;;;;;;;;;;
720;2.069162607;;;;;;;;;;
725;2.071453333;;;;;;;;;;
730;2.074960709;;;;;;;;;;
735;2.080719948;;;;;;;;;;
740;2.085691452;;;;;;;;;;
745;2.091844082;;;;;;;;;;
750;2.096484661;;;;;;;;;;
755;2.103840828;;;;;;;;;;
760;2.109229088;;;;;;;;;;
765;2.115178108;;;;;;;;;;
770;2.121482134;;;;;;;;;;
775;2.128309488;;;;;;;;;;
780;2.13815856;;;;;;;;;;
785;2.142220259;;;;;;;;;;
790;2.151450872;;;;;;;;;;
795;2.158312798;;;;;;;;;;
800;2.168074846;;;;;;;;;;
805;2.174594641;;;;;;;;;;
810;2.184721947;;;;;;;;;;
815;2.192445755;;;;;;;;;;
820;2.201993465;;;;;;;;;;
825;2.207638025;;;;;;;;;;
830;2.21724081;;;;;;;;;;
835;2.228607893;;;;;;;;;;
840;2.227894306;;;;;;;;;;
845;2.244521618;;;;;;;;;;
850;2.326033592;;;;;;;;;;
855;2.338180304;;;;;;;;;;
860;2.348527193;;;;;;;;;;
865;2.352258205;;;;;;;;;;
870;2.363841534;;;;;;;;;;
875;2.370727539;;;;;;;;;;
880;2.37662077;;;;;;;;;;
885;2.384841919;;;;;;;;;;
890;2.390555859;;;;;;;;;;
895;2.398276806;;;;;;;;;;
900;2.40854311;;;;;;;;;;
905;2.413351536;;;;;;;;;;
910;2.41891861;;;;;;;;;;
915;2.427420378;;;;;;;;;;
920;2.433188438;;;;;;;;;;
925;2.439613342;;;;;;;;;;
930;2.445189476;;;;;;;;;;
935;2.453310966;;;;;;;;;;
940;2.456722498;;;;;;;;;;
945;2.467586756;;;;;;;;;;
950;2.466701269;;;;;;;;;;
955;2.476032734;;;;;;;;;;
960;2.478283882;;;;;;;;;;
965;2.479164362;;;;;;;;;;
970;2.488687277;;;;;;;;;;
975;2.490401506;;;;;;;;;;
980;2.500612259;;;;;;;;;;
985;2.505141497;;;;;;;;;;
990;2.505070448;;;;;;;;;;
995;2.504793406;;;;;;;;;;
1000;2.511903048;;;;;;;;;;
1005;2.519327402;;;;;;;;;;
1010;2.518232107;;;;;;;;;;
1015;2.525443077;;;;;;;;;;
1020;2.528524876;;;;;;;;;;
1025;2.53399229;;;;;;;;;;
1030;2.538335323;;;;;;;;;;
1035;2.537227631;;;;;;;;;;
1040;2.536179304;;;;;;;;;;
1045;2.546471596;;;;;;;;;;
1050;2.547758102;;;;;;;;;;
1055;2.546077728;;;;;;;;;;
1060;2.550703764;;;;;;;;;;
1065;2.553712845;;;;;;;;;;
1070;2.556567669;;;;;;;;;;
1075;2.557988405;;;;;;;;;;
1080;2.559413195;;;;;;;;;;
1085;2.563328505;;;;;;;;;;
1090;2.560192823;;;;;;;;;;
1095;2.567259073;;;;;;;;;;
1100;2.569483519;;;;;;;;;;
1105;2.570422411;;;;;;;;;;
1110;2.572011948;;;;;;;;;;
1115;2.576178789;;;;;;;;;;
1120;2.575030565;;;;;;;;;;
1125;2.571711063;;;;;;;;;;
1130;2.576043367;;;;;;;;;;
1135;2.580978632;;;;;;;;;;
1140;2.576724529;;;;;;;;;;
1145;2.579031467;;;;;;;;;;
1150;2.582172632;;;;;;;;;;
1155;2.577173233;;;;;;;;;;
1160;2.585315943;;;;;;;;;;
1165;2.583218813;;;;;;;;;;
1170;2.580287218;;;;;;;;;;
1175;2.580851555;;;;;;;;;;
1180;2.584782124;;;;;;;;;;
1185;2.578858852;;;;;;;;;;
1190;2.587491751;;;;;;;;;;
1195;2.588435411;;;;;;;;;;
1200;2.588951349;;;;;;;;;;
1205;2.582517147;;;;;;;;;;
1210;2.584954023;;;;;;;;;;
1215;2.585371256;;;;;;;;;;
1220;2.58437109;;;;;;;;;;
1225;2.588397264;;;;;;;;;;
1230;2.581150055;;;;;;;;;;
1235;2.582077265;;;;;;;;;;
1240;2.576876163;;;;;;;;;;
1245;2.579066038;;;;;;;;;;
1250;2.579121828;;;;;;;;;;
1255;2.576898098;;;;;;;;;;
1260;2.577092409;;;;;;;;;;
1265;2.575220585;;;;;;;;;;
1270;2.575472832;;;;;;;;;;
1275;2.574825048;;;;;;;;;;
1280;2.567682028;;;;;;;;;;
1285;2.569484234;;;;;;;;;;
1290;2.572134495;;;;;;;;;;
1295;2.564118624;;;;;;;;;;
1300;2.5680089;;;;;;;;;;
1305;2.561799049;;;;;;;;;;
1310;2.561315775;;;;;;;;;;
1315;2.558828831;;;;;;;;;;
1320;2.562096834;;;;;;;;;;
1325;2.555822134;;;;;;;;;;
1330;2.551909208;;;;;;;;;;
1335;2.550466299;;;;;;;;;;
1340;2.549700499;;;;;;;;;;
1345;2.550842047;;;;;;;;;;
1350;2.544469118;;;;;;;;;;
1355;2.542668581;;;;;;;;;;
1360;2.551303625;;;;;;;;;;
1365;2.553420067;;;;;;;;;;
1370;2.536845922;;;;;;;;;;
1375;2.532741785;;;;;;;;;;
1380;2.537829638;;;;;;;;;;
1385;2.536974669;;;;;;;;;;
1390;2.528934717;;;;;;;;;;
1395;2.531536579;;;;;;;;;;
1400;2.516362906;;;;;;;;;;
