1.008064000000000249e+01 8.777800000000000047e-01
1.020664799999999950e+01 8.971999999999999975e-01
1.033265600000000362e+01 9.162799999999999834e-01
1.045866400000000240e+01 9.271000000000000352e-01
1.058467200000000297e+01 9.348699999999999788e-01
1.071067999999999998e+01 9.492899999999999672e-01
1.083668799999999877e+01 9.571199999999999708e-01
1.096269600000000288e+01 9.605099999999999749e-01
1.108870399999999989e+01 9.677499999999999991e-01
1.121471200000000046e+01 9.662699999999999623e-01
1.134071999999999925e+01 9.640100000000000335e-01
1.146672799999999981e+01 9.624399999999999622e-01
1.159273600000000037e+01 9.569199999999999928e-01
1.171874399999999916e+01 9.478799999999999448e-01
1.184475200000000150e+01 9.407699999999999951e-01
1.197076000000000029e+01 9.322000000000000286e-01
1.209676799999999908e+01 9.183999999999999941e-01
1.222277600000000319e+01 9.057500000000000551e-01
1.234878400000000020e+01 8.943200000000000038e-01
1.247479200000000077e+01 8.812200000000000033e-01
1.260080000000000133e+01 8.677599999999999758e-01
1.272680800000000190e+01 8.572300000000000475e-01
1.285281600000000068e+01 8.464000000000000412e-01
1.297882400000000125e+01 8.370499999999999607e-01
1.310483200000000004e+01 8.292000000000000481e-01
1.323084000000000238e+01 8.201600000000000001e-01
1.335684800000000116e+01 8.135299999999999754e-01
1.348285600000000350e+01 8.114700000000000246e-01
1.360886400000000229e+01 8.104400000000000492e-01
1.373487200000000286e+01 8.112700000000000466e-01
1.386088000000000164e+01 8.134200000000000319e-01
1.398688800000000043e+01 8.161199999999999566e-01
1.411289600000000277e+01 8.211800000000000210e-01
1.423890400000000156e+01 8.274200000000000443e-01
1.436491200000000035e+01 8.365200000000000413e-01
1.449091999999999913e+01 8.471800000000000441e-01
1.461692800000000148e+01 8.582199999999999829e-01
1.474293600000000026e+01 8.698200000000000376e-01
1.486894400000000083e+01 8.813900000000000068e-01
1.499495200000000139e+01 8.942299999999999693e-01
1.512096000000000018e+01 9.064400000000000235e-01
1.524696800000000074e+01 9.193400000000000460e-01
1.537297599999999953e+01 9.324500000000000011e-01
1.549898400000000009e+01 9.429400000000000004e-01
1.562499200000000066e+01 9.517799999999999594e-01
1.575100000000000300e+01 9.613599999999999923e-01
1.587700800000000001e+01 9.701499999999999568e-01
1.600301599999999880e+01 9.738200000000000189e-01
1.612902400000000114e+01 9.758599999999999497e-01
1.625503199999999993e+01 9.770999999999999686e-01
1.638104000000000227e+01 9.756299999999999972e-01
1.650704800000000105e+01 9.737000000000000099e-01
1.663305600000000695e+01 9.692699999999999649e-01
1.675906400000000218e+01 9.623500000000000387e-01
1.688507200000000097e+01 9.553800000000000070e-01
1.701107999999999976e+01 9.464000000000000190e-01
1.713708800000000565e+01 9.376499999999999835e-01
1.726309600000000088e+01 9.283799999999999830e-01
1.738910399999999967e+01 9.174200000000000133e-01
1.751511200000000201e+01 9.090500000000000247e-01
1.764112000000000080e+01 8.987899999999999778e-01
1.776712799999999959e+01 8.866199999999999637e-01
1.789313600000000193e+01 8.788200000000000456e-01
1.801914400000000072e+01 8.723300000000000498e-01
1.814515200000000306e+01 8.639099999999999557e-01
1.827116000000000184e+01 8.589700000000000113e-01
1.839716800000000063e+01 8.553699999999999637e-01
1.852317599999999587e+01 8.510400000000000187e-01
1.864918400000000176e+01 8.485599999999999810e-01
1.877519200000000055e+01 8.483699999999999575e-01
1.890120000000000289e+01 8.488999999999999879e-01
1.902720800000000168e+01 8.494399999999999729e-01
1.915321600000000046e+01 8.526299999999999990e-01
1.927922399999999925e+01 8.576899999999999524e-01
1.940523200000000159e+01 8.626800000000000024e-01
1.953124000000000038e+01 8.685500000000000442e-01
1.965724800000000272e+01 8.762499999999999734e-01
1.978325600000000151e+01 8.845800000000000329e-01
1.990926399999999674e+01 8.929099999999999815e-01
2.003527200000000263e+01 9.012799999999999701e-01
2.016128000000000497e+01 9.110899999999999554e-01
2.028728800000000376e+01 9.198699999999999655e-01
2.041329599999999900e+01 9.274200000000000221e-01
2.053930400000000134e+01 9.364500000000000046e-01
2.066531200000000723e+01 9.445200000000000262e-01
2.079131999999999891e+01 9.515099999999999669e-01
2.091732800000000481e+01 9.578299999999999592e-01
2.104333600000000359e+01 9.621600000000000152e-01
2.116934400000000593e+01 9.681100000000000261e-01
2.129535200000000472e+01 9.730199999999999960e-01
