W/L (nm);Wavenumber ();Transmission 
1743;5737.234653;-0.22
1743;5737.234653;-0.2
1743;5737.234653;-0.15
1743;5737.234653;-0.1
1743;5737.234653;-0.05
1743;5737.234653;0.01
1743;5737.234653;0.05
1743;5737.234653;0.08
1743;5737.234653;0.09
1743;5737.234653;0.08
1743;5737.234653;0.06
1743;5737.234653;0.04
1744;5733.944954;0.01
1744;5733.944954;-0.02
1744;5733.944954;-0.04
1744;5733.944954;-0.06
1744;5733.944954;-0.07
1744;5733.944954;-0.09
1744;5733.944954;-0.11
1744;5733.944954;-0.12
1744;5733.944954;-0.13
1744;5733.944954;-0.13
1744;5733.944954;-0.1
1744;5733.944954;-0.07
1744;5733.944954;-0.02
1745;5730.659026;0.04
1745;5730.659026;0.1
1745;5730.659026;0.14
1745;5730.659026;0.18
1745;5730.659026;0.19
1745;5730.659026;0.19
1745;5730.659026;0.18
1745;5730.659026;0.15
1745;5730.659026;0.12
1745;5730.659026;0.09
1745;5730.659026;0.06
1745;5730.659026;0.04
1745;5730.659026;0.04
1745;5730.659026;0.05
1746;5727.376861;0.06
1746;5727.376861;0.08
1746;5727.376861;0.08
1746;5727.376861;0.06
1746;5727.376861;0.02
1746;5727.376861;-0.03
1746;5727.376861;-0.08
1746;5727.376861;-0.12
1746;5727.376861;-0.15
1746;5727.376861;-0.16
1746;5727.376861;-0.15
1746;5727.376861;-0.12
1746;5727.376861;-0.09
1747;5724.098454;-0.06
1747;5724.098454;-0.04
1747;5724.098454;-0.03
1747;5724.098454;-0.04
1747;5724.098454;-0.05
1747;5724.098454;-0.06
1747;5724.098454;-0.06
1747;5724.098454;-0.05
1747;5724.098454;-0.04
1747;5724.098454;-0.03
1747;5724.098454;-0.03
1747;5724.098454;-0.04
1747;5724.098454;-0.05
1747;5724.098454;-0.05
1748;5720.823799;-0.03
1748;5720.823799;0
1748;5720.823799;0.06
1748;5720.823799;0.13
1748;5720.823799;0.2
1748;5720.823799;0.25
1748;5720.823799;0.28
1748;5720.823799;0.27
1748;5720.823799;0.23
1748;5720.823799;0.17
1748;5720.823799;0.11
1748;5720.823799;0.05
1748;5720.823799;0.03
1748;5720.823799;0.03
1749;5717.552887;0.05
1749;5717.552887;0.09
1749;5717.552887;0.12
1749;5717.552887;0.14
1749;5717.552887;0.13
1749;5717.552887;0.11
1749;5717.552887;0.07
1749;5717.552887;0.03
1749;5717.552887;0
1749;5717.552887;-0.02
1749;5717.552887;-0.02
1749;5717.552887;-0.01
1749;5717.552887;0.01
1750;5714.285714;0.03
1750;5714.285714;0.05
1750;5714.285714;0.07
1750;5714.285714;0.08
1750;5714.285714;0.09
1750;5714.285714;0.1
1750;5714.285714;0.11
1750;5714.285714;0.12
1750;5714.285714;0.14
1750;5714.285714;0.16
1750;5714.285714;0.17
1750;5714.285714;0.18
1750;5714.285714;0.19
1750;5714.285714;0.17
1751;5711.022273;0.15
1751;5711.022273;0.12
1751;5711.022273;0.09
1751;5711.022273;0.06
1751;5711.022273;0.03
1751;5711.022273;0.02
1751;5711.022273;0.02
1751;5711.022273;0.02
1751;5711.022273;0.02
1751;5711.022273;0.02
1751;5711.022273;0.01
1751;5711.022273;0
1751;5711.022273;-0.01
1752;5707.762557;-0.02
1752;5707.762557;-0.04
1752;5707.762557;-0.05
1752;5707.762557;-0.05
1752;5707.762557;-0.05
1752;5707.762557;-0.03
1752;5707.762557;-0.02
1752;5707.762557;0.01
1752;5707.762557;0.04
1752;5707.762557;0.06
1752;5707.762557;0.07
1752;5707.762557;0.07
1752;5707.762557;0.04
1752;5707.762557;0
1753;5704.50656;-0.06
1753;5704.50656;-0.12
1753;5704.50656;-0.17
1753;5704.50656;-0.2
1753;5704.50656;-0.22
1753;5704.50656;-0.2
1753;5704.50656;-0.17
1753;5704.50656;-0.13
1753;5704.50656;-0.08
1753;5704.50656;-0.03
1753;5704.50656;0
1753;5704.50656;0.03
1753;5704.50656;0.05
1754;5701.254276;0.07
1754;5701.254276;0.08
1754;5701.254276;0.09
1754;5701.254276;0.09
1754;5701.254276;0.08
1754;5701.254276;0.05
1754;5701.254276;0.02
1754;5701.254276;-0.02
1754;5701.254276;-0.06
1754;5701.254276;-0.09
1754;5701.254276;-0.09
1754;5701.254276;-0.07
1754;5701.254276;-0.02
1754;5701.254276;0.04
1755;5698.005698;0.11
1755;5698.005698;0.18
1755;5698.005698;0.24
1755;5698.005698;0.28
1755;5698.005698;0.3
1755;5698.005698;0.31
1755;5698.005698;0.3
1755;5698.005698;0.27
1755;5698.005698;0.22
1755;5698.005698;0.16
1755;5698.005698;0.09
1755;5698.005698;0.03
1755;5698.005698;-0.03
1756;5694.76082;-0.05
1756;5694.76082;-0.05
1756;5694.76082;-0.02
1756;5694.76082;0.03
1756;5694.76082;0.09
1756;5694.76082;0.15
1756;5694.76082;0.19
1756;5694.76082;0.21
1756;5694.76082;0.21
1756;5694.76082;0.19
1756;5694.76082;0.16
1756;5694.76082;0.13
1756;5694.76082;0.1
1756;5694.76082;0.09
1757;5691.519636;0.09
1757;5691.519636;0.1
1757;5691.519636;0.11
1757;5691.519636;0.13
1757;5691.519636;0.15
1757;5691.519636;0.15
1757;5691.519636;0.15
1757;5691.519636;0.15
1757;5691.519636;0.14
1757;5691.519636;0.14
1757;5691.519636;0.16
1757;5691.519636;0.19
1757;5691.519636;0.24
1758;5688.282139;0.3
1758;5688.282139;0.36
1758;5688.282139;0.39
1758;5688.282139;0.4
1758;5688.282139;0.36
1758;5688.282139;0.29
1758;5688.282139;0.19
1758;5688.282139;0.07
1758;5688.282139;-0.04
1758;5688.282139;-0.14
1758;5688.282139;-0.2
1758;5688.282139;-0.22
1758;5688.282139;-0.21
1759;5685.048323;-0.16
1759;5685.048323;-0.1
1759;5685.048323;-0.03
1759;5685.048323;0.03
1759;5685.048323;0.08
1759;5685.048323;0.11
1759;5685.048323;0.12
1759;5685.048323;0.1
1759;5685.048323;0.08
1759;5685.048323;0.05
1759;5685.048323;0.03
1759;5685.048323;0.01
1759;5685.048323;0
1759;5685.048323;0
1760;5681.818182;0
1760;5681.818182;0.01
1760;5681.818182;0.02
1760;5681.818182;0.04
1760;5681.818182;0.05
1760;5681.818182;0.07
1760;5681.818182;0.08
1760;5681.818182;0.09
1760;5681.818182;0.09
1760;5681.818182;0.09
1760;5681.818182;0.1
1760;5681.818182;0.13
1760;5681.818182;0.16
1761;5678.591709;0.21
1761;5678.591709;0.27
1761;5678.591709;0.33
1761;5678.591709;0.38
1761;5678.591709;0.42
1761;5678.591709;0.43
1761;5678.591709;0.42
1761;5678.591709;0.39
1761;5678.591709;0.34
1761;5678.591709;0.28
1761;5678.591709;0.23
1761;5678.591709;0.17
1761;5678.591709;0.12
1761;5678.591709;0.08
1762;5675.368899;0.05
1762;5675.368899;0.04
1762;5675.368899;0.03
1762;5675.368899;0.02
1762;5675.368899;0.01
1762;5675.368899;-0.01
1762;5675.368899;-0.04
1762;5675.368899;-0.07
1762;5675.368899;-0.09
1762;5675.368899;-0.1
1762;5675.368899;-0.09
1762;5675.368899;-0.07
1762;5675.368899;-0.04
1763;5672.149745;0
1763;5672.149745;0.02
1763;5672.149745;0.02
1763;5672.149745;0.01
1763;5672.149745;0
1763;5672.149745;-0.02
1763;5672.149745;-0.02
1763;5672.149745;-0.01
1763;5672.149745;0.02
1763;5672.149745;0.07
1763;5672.149745;0.13
1763;5672.149745;0.19
1763;5672.149745;0.23
1764;5668.93424;0.25
1764;5668.93424;0.26
1764;5668.93424;0.24
1764;5668.93424;0.21
1764;5668.93424;0.16
1764;5668.93424;0.11
1764;5668.93424;0.06
1764;5668.93424;0.03
1764;5668.93424;0.03
1764;5668.93424;0.05
1764;5668.93424;0.09
1764;5668.93424;0.14
1764;5668.93424;0.19
1764;5668.93424;0.21
1765;5665.72238;0.21
1765;5665.72238;0.18
1765;5665.72238;0.14
1765;5665.72238;0.09
1765;5665.72238;0.05
1765;5665.72238;0.03
1765;5665.72238;0.02
1765;5665.72238;0.03
1765;5665.72238;0.04
1765;5665.72238;0.05
1765;5665.72238;0.06
1765;5665.72238;0.05
1765;5665.72238;0.03
1766;5662.514156;0.01
1766;5662.514156;-0.03
1766;5662.514156;-0.06
1766;5662.514156;-0.1
1766;5662.514156;-0.12
1766;5662.514156;-0.13
1766;5662.514156;-0.12
1766;5662.514156;-0.09
1766;5662.514156;-0.05
1766;5662.514156;-0.01
1766;5662.514156;0.03
1766;5662.514156;0.04
1766;5662.514156;0.04
1767;5659.309564;0.02
1767;5659.309564;-0.01
1767;5659.309564;-0.04
1767;5659.309564;-0.04
1767;5659.309564;-0.02
1767;5659.309564;0.02
1767;5659.309564;0.07
1767;5659.309564;0.12
1767;5659.309564;0.15
1767;5659.309564;0.17
1767;5659.309564;0.16
1767;5659.309564;0.13
1767;5659.309564;0.09
1767;5659.309564;0.05
1768;5656.108597;0.01
1768;5656.108597;-0.02
1768;5656.108597;-0.05
1768;5656.108597;-0.05
1768;5656.108597;-0.05
1768;5656.108597;-0.04
1768;5656.108597;-0.02
1768;5656.108597;0
1768;5656.108597;0.01
1768;5656.108597;0.01
1768;5656.108597;0
1768;5656.108597;-0.02
1768;5656.108597;-0.05
1769;5652.911249;-0.07
1769;5652.911249;-0.07
1769;5652.911249;-0.06
1769;5652.911249;-0.03
1769;5652.911249;0.01
1769;5652.911249;0.06
1769;5652.911249;0.11
1769;5652.911249;0.15
1769;5652.911249;0.19
1769;5652.911249;0.23
1769;5652.911249;0.25
1769;5652.911249;0.28
1769;5652.911249;0.29
1770;5649.717514;0.29
1770;5649.717514;0.27
1770;5649.717514;0.23
1770;5649.717514;0.19
1770;5649.717514;0.14
1770;5649.717514;0.1
1770;5649.717514;0.08
1770;5649.717514;0.07
1770;5649.717514;0.08
1770;5649.717514;0.1
1770;5649.717514;0.12
1770;5649.717514;0.14
1770;5649.717514;0.14
1771;5646.527386;0.15
1771;5646.527386;0.15
1771;5646.527386;0.16
1771;5646.527386;0.16
1771;5646.527386;0.18
1771;5646.527386;0.18
1771;5646.527386;0.18
1771;5646.527386;0.16
1771;5646.527386;0.12
1771;5646.527386;0.08
1771;5646.527386;0.03
1771;5646.527386;-0.01
1771;5646.527386;-0.03
1771;5646.527386;-0.03
1772;5643.340858;0
1772;5643.340858;0.04
1772;5643.340858;0.1
1772;5643.340858;0.16
1772;5643.340858;0.2
1772;5643.340858;0.23
1772;5643.340858;0.24
1772;5643.340858;0.23
1772;5643.340858;0.21
1772;5643.340858;0.18
1772;5643.340858;0.15
1772;5643.340858;0.13
1772;5643.340858;0.12
1773;5640.157924;0.12
1773;5640.157924;0.13
1773;5640.157924;0.16
1773;5640.157924;0.18
1773;5640.157924;0.21
1773;5640.157924;0.25
1773;5640.157924;0.27
1773;5640.157924;0.3
1773;5640.157924;0.31
1773;5640.157924;0.31
1773;5640.157924;0.31
1773;5640.157924;0.3
1773;5640.157924;0.28
1774;5636.978579;0.26
1774;5636.978579;0.24
1774;5636.978579;0.23
1774;5636.978579;0.22
1774;5636.978579;0.21
1774;5636.978579;0.2
1774;5636.978579;0.19
1774;5636.978579;0.17
1774;5636.978579;0.15
1774;5636.978579;0.13
1774;5636.978579;0.12
1774;5636.978579;0.11
1774;5636.978579;0.1
1775;5633.802817;0.09
1775;5633.802817;0.08
1775;5633.802817;0.06
1775;5633.802817;0.02
1775;5633.802817;-0.01
1775;5633.802817;-0.05
1775;5633.802817;-0.09
1775;5633.802817;-0.12
1775;5633.802817;-0.13
1775;5633.802817;-0.14
1775;5633.802817;-0.13
1775;5633.802817;-0.12
1775;5633.802817;-0.11
1776;5630.630631;-0.1
1776;5630.630631;-0.09
1776;5630.630631;-0.08
1776;5630.630631;-0.07
1776;5630.630631;-0.05
1776;5630.630631;-0.02
1776;5630.630631;0.02
1776;5630.630631;0.05
1776;5630.630631;0.09
1776;5630.630631;0.13
1776;5630.630631;0.15
1776;5630.630631;0.17
1776;5630.630631;0.17
1776;5630.630631;0.17
1777;5627.462015;0.15
1777;5627.462015;0.14
1777;5627.462015;0.12
1777;5627.462015;0.1
1777;5627.462015;0.08
1777;5627.462015;0.05
1777;5627.462015;0.02
1777;5627.462015;-0.03
1777;5627.462015;-0.09
1777;5627.462015;-0.14
1777;5627.462015;-0.19
1777;5627.462015;-0.22
1777;5627.462015;-0.22
1778;5624.296963;-0.19
1778;5624.296963;-0.13
1778;5624.296963;-0.06
1778;5624.296963;0.02
1778;5624.296963;0.09
1778;5624.296963;0.14
1778;5624.296963;0.16
1778;5624.296963;0.17
1778;5624.296963;0.15
1778;5624.296963;0.13
1778;5624.296963;0.1
1778;5624.296963;0.07
1778;5624.296963;0.05
1779;5621.135469;0.03
1779;5621.135469;0.02
1779;5621.135469;0.02
1779;5621.135469;0.02
1779;5621.135469;0.02
1779;5621.135469;0.03
1779;5621.135469;0.03
1779;5621.135469;0.04
1779;5621.135469;0.05
1779;5621.135469;0.06
1779;5621.135469;0.06
1779;5621.135469;0.07
1779;5621.135469;0.08
1780;5617.977528;0.08
1780;5617.977528;0.07
1780;5617.977528;0.05
1780;5617.977528;0.03
1780;5617.977528;0
1780;5617.977528;-0.02
1780;5617.977528;-0.03
1780;5617.977528;-0.03
1780;5617.977528;-0.03
1780;5617.977528;-0.02
1780;5617.977528;-0.01
1780;5617.977528;-0.02
1780;5617.977528;-0.05
1781;5614.823133;-0.09
1781;5614.823133;-0.14
1781;5614.823133;-0.2
1781;5614.823133;-0.25
1781;5614.823133;-0.28
1781;5614.823133;-0.3
1781;5614.823133;-0.28
1781;5614.823133;-0.23
1781;5614.823133;-0.17
1781;5614.823133;-0.08
1781;5614.823133;0.01
1781;5614.823133;0.1
1781;5614.823133;0.17
1782;5611.672278;0.23
1782;5611.672278;0.25
1782;5611.672278;0.26
1782;5611.672278;0.23
1782;5611.672278;0.19
1782;5611.672278;0.13
1782;5611.672278;0.07
1782;5611.672278;0.01
1782;5611.672278;-0.04
1782;5611.672278;-0.09
1782;5611.672278;-0.13
1782;5611.672278;-0.17
1782;5611.672278;-0.2
1783;5608.524958;-0.22
1783;5608.524958;-0.24
1783;5608.524958;-0.26
1783;5608.524958;-0.26
1783;5608.524958;-0.25
1783;5608.524958;-0.24
1783;5608.524958;-0.23
1783;5608.524958;-0.22
1783;5608.524958;-0.21
1783;5608.524958;-0.2
1783;5608.524958;-0.19
1783;5608.524958;-0.17
1783;5608.524958;-0.14
1784;5605.381166;-0.1
1784;5605.381166;-0.05
1784;5605.381166;0
1784;5605.381166;0.05
1784;5605.381166;0.08
1784;5605.381166;0.11
1784;5605.381166;0.11
1784;5605.381166;0.1
1784;5605.381166;0.07
1784;5605.381166;0.04
1784;5605.381166;0.01
1784;5605.381166;-0.01
1784;5605.381166;-0.03
1785;5602.240896;-0.03
1785;5602.240896;-0.03
1785;5602.240896;-0.02
1785;5602.240896;-0.01
1785;5602.240896;0.01
1785;5602.240896;0.03
1785;5602.240896;0.04
1785;5602.240896;0.06
1785;5602.240896;0.07
1785;5602.240896;0.09
1785;5602.240896;0.1
1785;5602.240896;0.12
1785;5602.240896;0.14
1786;5599.104143;0.16
1786;5599.104143;0.17
1786;5599.104143;0.18
1786;5599.104143;0.17
1786;5599.104143;0.16
1786;5599.104143;0.13
1786;5599.104143;0.11
1786;5599.104143;0.09
1786;5599.104143;0.09
1786;5599.104143;0.11
1786;5599.104143;0.14
1786;5599.104143;0.19
1786;5599.104143;0.23
1787;5595.970901;0.25
1787;5595.970901;0.24
1787;5595.970901;0.2
1787;5595.970901;0.14
1787;5595.970901;0.06
1787;5595.970901;0
1787;5595.970901;-0.05
1787;5595.970901;-0.07
1787;5595.970901;-0.06
1787;5595.970901;-0.03
1787;5595.970901;0.01
1787;5595.970901;0.05
1787;5595.970901;0.07
1788;5592.841163;0.07
1788;5592.841163;0.06
1788;5592.841163;0.04
1788;5592.841163;0.01
1788;5592.841163;0
1788;5592.841163;-0.01
1788;5592.841163;-0.01
1788;5592.841163;0
1788;5592.841163;0.02
1788;5592.841163;0.03
1788;5592.841163;0.04
1788;5592.841163;0.04
1788;5592.841163;0.03
1789;5589.714925;0
1789;5589.714925;-0.03
1789;5589.714925;-0.07
1789;5589.714925;-0.11
1789;5589.714925;-0.15
1789;5589.714925;-0.17
1789;5589.714925;-0.18
1789;5589.714925;-0.15
1789;5589.714925;-0.11
1789;5589.714925;-0.04
1789;5589.714925;0.03
1789;5589.714925;0.11
1789;5589.714925;0.16
1790;5586.592179;0.18
1790;5586.592179;0.16
1790;5586.592179;0.11
1790;5586.592179;0.02
1790;5586.592179;-0.08
1790;5586.592179;-0.18
1790;5586.592179;-0.26
1790;5586.592179;-0.31
1790;5586.592179;-0.33
1790;5586.592179;-0.32
1790;5586.592179;-0.3
1790;5586.592179;-0.27
1790;5586.592179;-0.24
1791;5583.47292;-0.22
1791;5583.47292;-0.21
1791;5583.47292;-0.2
1791;5583.47292;-0.18
1791;5583.47292;-0.16
1791;5583.47292;-0.13
1791;5583.47292;-0.1
1791;5583.47292;-0.08
1791;5583.47292;-0.07
1791;5583.47292;-0.06
1791;5583.47292;-0.06
1791;5583.47292;-0.06
1791;5583.47292;-0.06
1792;5580.357143;-0.05
1792;5580.357143;-0.03
1792;5580.357143;-0.02
1792;5580.357143;-0.01
1792;5580.357143;-0.02
1792;5580.357143;-0.04
1792;5580.357143;-0.07
1792;5580.357143;-0.09
1792;5580.357143;-0.11
1792;5580.357143;-0.12
1792;5580.357143;-0.1
1792;5580.357143;-0.07
1792;5580.357143;-0.03
1793;5577.244841;0.01
1793;5577.244841;0.06
1793;5577.244841;0.09
1793;5577.244841;0.12
1793;5577.244841;0.13
1793;5577.244841;0.13
1793;5577.244841;0.12
1793;5577.244841;0.11
1793;5577.244841;0.09
1793;5577.244841;0.07
1793;5577.244841;0.05
1793;5577.244841;0.04
1793;5577.244841;0.03
1794;5574.136009;0.03
1794;5574.136009;0.03
1794;5574.136009;0.02
1794;5574.136009;0.01
1794;5574.136009;-0.02
1794;5574.136009;-0.04
1794;5574.136009;-0.08
1794;5574.136009;-0.11
1794;5574.136009;-0.13
1794;5574.136009;-0.15
1794;5574.136009;-0.16
1794;5574.136009;-0.16
1794;5574.136009;-0.14
1795;5571.030641;-0.11
1795;5571.030641;-0.06
1795;5571.030641;0
1795;5571.030641;0.07
1795;5571.030641;0.13
1795;5571.030641;0.19
1795;5571.030641;0.23
1795;5571.030641;0.25
1795;5571.030641;0.26
1795;5571.030641;0.26
1795;5571.030641;0.25
1795;5571.030641;0.24
1795;5571.030641;0.23
1796;5567.928731;0.23
1796;5567.928731;0.21
1796;5567.928731;0.19
1796;5567.928731;0.15
1796;5567.928731;0.1
1796;5567.928731;0.02
1796;5567.928731;-0.06
1796;5567.928731;-0.14
1796;5567.928731;-0.21
1796;5567.928731;-0.25
1796;5567.928731;-0.25
1796;5567.928731;-0.23
1797;5564.830273;-0.18
1797;5564.830273;-0.11
1797;5564.830273;-0.06
1797;5564.830273;-0.02
1797;5564.830273;0
1797;5564.830273;-0.01
1797;5564.830273;-0.05
1797;5564.830273;-0.09
1797;5564.830273;-0.14
1797;5564.830273;-0.17
1797;5564.830273;-0.18
1797;5564.830273;-0.18
1797;5564.830273;-0.14
1798;5561.735261;-0.09
1798;5561.735261;-0.02
1798;5561.735261;0.05
1798;5561.735261;0.12
1798;5561.735261;0.17
1798;5561.735261;0.2
1798;5561.735261;0.2
1798;5561.735261;0.16
1798;5561.735261;0.11
1798;5561.735261;0.05
1798;5561.735261;-0.01
1798;5561.735261;-0.06
1798;5561.735261;-0.08
1799;5558.643691;-0.08
1799;5558.643691;-0.07
1799;5558.643691;-0.05
1799;5558.643691;-0.05
1799;5558.643691;-0.06
1799;5558.643691;-0.09
1799;5558.643691;-0.14
1799;5558.643691;-0.18
1799;5558.643691;-0.21
1799;5558.643691;-0.21
1799;5558.643691;-0.17
1799;5558.643691;-0.1
1799;5558.643691;-0.01
1800;5555.555556;0.1
1800;5555.555556;0.19
1800;5555.555556;0.26
1800;5555.555556;0.3
1800;5555.555556;0.3
1800;5555.555556;0.27
1800;5555.555556;0.23
1800;5555.555556;0.19
1800;5555.555556;0.15
1800;5555.555556;0.13
1800;5555.555556;0.13
1800;5555.555556;0.14
1800;5555.555556;0.15
1801;5552.47085;0.15
1801;5552.47085;0.14
1801;5552.47085;0.13
1801;5552.47085;0.11
1801;5552.47085;0.09
1801;5552.47085;0.07
1801;5552.47085;0.06
1801;5552.47085;0.05
1801;5552.47085;0.06
1801;5552.47085;0.08
1801;5552.47085;0.1
1801;5552.47085;0.13
1801;5552.47085;0.17
1802;5549.389567;0.21
1802;5549.389567;0.24
1802;5549.389567;0.25
1802;5549.389567;0.25
1802;5549.389567;0.24
1802;5549.389567;0.21
1802;5549.389567;0.18
1802;5549.389567;0.15
1802;5549.389567;0.14
1802;5549.389567;0.14
1802;5549.389567;0.17
1802;5549.389567;0.2
1803;5546.311703;0.24
1803;5546.311703;0.27
1803;5546.311703;0.29
1803;5546.311703;0.29
1803;5546.311703;0.28
1803;5546.311703;0.26
1803;5546.311703;0.24
1803;5546.311703;0.21
1803;5546.311703;0.19
1803;5546.311703;0.17
1803;5546.311703;0.14
1803;5546.311703;0.11
1803;5546.311703;0.08
1804;5543.237251;0.06
1804;5543.237251;0.03
1804;5543.237251;0.01
1804;5543.237251;-0.01
1804;5543.237251;-0.02
1804;5543.237251;-0.03
1804;5543.237251;-0.04
1804;5543.237251;-0.04
1804;5543.237251;-0.05
1804;5543.237251;-0.05
1804;5543.237251;-0.06
1804;5543.237251;-0.06
1804;5543.237251;-0.06
1805;5540.166205;-0.05
1805;5540.166205;-0.03
1805;5540.166205;0
1805;5540.166205;0.04
1805;5540.166205;0.09
1805;5540.166205;0.14
1805;5540.166205;0.19
1805;5540.166205;0.23
1805;5540.166205;0.25
1805;5540.166205;0.25
1805;5540.166205;0.22
1805;5540.166205;0.19
1805;5540.166205;0.15
1806;5537.09856;0.13
1806;5537.09856;0.12
1806;5537.09856;0.13
1806;5537.09856;0.15
1806;5537.09856;0.19
1806;5537.09856;0.23
1806;5537.09856;0.26
1806;5537.09856;0.28
1806;5537.09856;0.29
1806;5537.09856;0.3
1806;5537.09856;0.31
1806;5537.09856;0.32
1807;5534.034311;0.34
1807;5534.034311;0.37
1807;5534.034311;0.38
1807;5534.034311;0.39
1807;5534.034311;0.36
1807;5534.034311;0.31
1807;5534.034311;0.24
1807;5534.034311;0.15
1807;5534.034311;0.06
1807;5534.034311;-0.02
1807;5534.034311;-0.08
1807;5534.034311;-0.11
1807;5534.034311;-0.12
1808;5530.973451;-0.11
1808;5530.973451;-0.09
1808;5530.973451;-0.06
1808;5530.973451;-0.03
1808;5530.973451;-0.02
1808;5530.973451;-0.01
1808;5530.973451;-0.01
1808;5530.973451;-0.02
1808;5530.973451;-0.05
1808;5530.973451;-0.08
1808;5530.973451;-0.11
1808;5530.973451;-0.14
1808;5530.973451;-0.16
1809;5527.915976;-0.17
1809;5527.915976;-0.15
1809;5527.915976;-0.12
1809;5527.915976;-0.07
1809;5527.915976;-0.01
1809;5527.915976;0.06
1809;5527.915976;0.12
1809;5527.915976;0.17
1809;5527.915976;0.2
1809;5527.915976;0.2
1809;5527.915976;0.16
1809;5527.915976;0.09
1810;5524.861878;0
1810;5524.861878;-0.1
1810;5524.861878;-0.21
1810;5524.861878;-0.29
1810;5524.861878;-0.35
1810;5524.861878;-0.37
1810;5524.861878;-0.35
1810;5524.861878;-0.3
1810;5524.861878;-0.22
1810;5524.861878;-0.14
1810;5524.861878;-0.06
1810;5524.861878;-0.01
1810;5524.861878;0.02
1811;5521.811154;0.02
1811;5521.811154;0
1811;5521.811154;-0.03
1811;5521.811154;-0.06
1811;5521.811154;-0.09
1811;5521.811154;-0.12
1811;5521.811154;-0.13
1811;5521.811154;-0.12
1811;5521.811154;-0.11
1811;5521.811154;-0.08
1811;5521.811154;-0.05
1811;5521.811154;-0.02
1811;5521.811154;0.01
1812;5518.763797;0.02
1812;5518.763797;0.02
1812;5518.763797;0.01
1812;5518.763797;-0.02
1812;5518.763797;-0.06
1812;5518.763797;-0.09
1812;5518.763797;-0.11
1812;5518.763797;-0.11
1812;5518.763797;-0.1
1812;5518.763797;-0.06
1812;5518.763797;-0.02
1812;5518.763797;0.03
1813;5515.719801;0.07
1813;5515.719801;0.09
1813;5515.719801;0.09
1813;5515.719801;0.08
1813;5515.719801;0.07
1813;5515.719801;0.05
1813;5515.719801;0.05
1813;5515.719801;0.04
1813;5515.719801;0.04
1813;5515.719801;0.05
1813;5515.719801;0.05
1813;5515.719801;0.05
1813;5515.719801;0.04
1814;5512.679162;0.04
1814;5512.679162;0.04
1814;5512.679162;0.04
1814;5512.679162;0.06
1814;5512.679162;0.08
1814;5512.679162;0.11
1814;5512.679162;0.14
1814;5512.679162;0.17
1814;5512.679162;0.2
1814;5512.679162;0.21
1814;5512.679162;0.2
1814;5512.679162;0.18
1814;5512.679162;0.15
1815;5509.641873;0.11
1815;5509.641873;0.07
1815;5509.641873;0.03
1815;5509.641873;0
1815;5509.641873;-0.02
1815;5509.641873;-0.03
1815;5509.641873;-0.04
1815;5509.641873;-0.05
1815;5509.641873;-0.07
1815;5509.641873;-0.1
1815;5509.641873;-0.14
1815;5509.641873;-0.17
1816;5506.60793;-0.2
1816;5506.60793;-0.22
1816;5506.60793;-0.21
1816;5506.60793;-0.19
1816;5506.60793;-0.15
1816;5506.60793;-0.11
1816;5506.60793;-0.06
1816;5506.60793;-0.02
1816;5506.60793;0
1816;5506.60793;0.02
1816;5506.60793;0.01
1816;5506.60793;0
1816;5506.60793;-0.03
1817;5503.577325;-0.06
1817;5503.577325;-0.08
1817;5503.577325;-0.09
1817;5503.577325;-0.09
1817;5503.577325;-0.07
1817;5503.577325;-0.03
1817;5503.577325;0.01
1817;5503.577325;0.05
1817;5503.577325;0.08
1817;5503.577325;0.09
1817;5503.577325;0.07
1817;5503.577325;0.02
1818;5500.550055;-0.05
1818;5500.550055;-0.13
1818;5500.550055;-0.2
1818;5500.550055;-0.26
1818;5500.550055;-0.28
1818;5500.550055;-0.27
1818;5500.550055;-0.22
1818;5500.550055;-0.14
1818;5500.550055;-0.05
1818;5500.550055;0.04
1818;5500.550055;0.12
1818;5500.550055;0.16
1818;5500.550055;0.16
1819;5497.526113;0.13
1819;5497.526113;0.07
1819;5497.526113;0.01
1819;5497.526113;-0.04
1819;5497.526113;-0.06
1819;5497.526113;-0.05
1819;5497.526113;-0.01
1819;5497.526113;0.04
1819;5497.526113;0.1
1819;5497.526113;0.14
1819;5497.526113;0.17
1819;5497.526113;0.17
1820;5494.505495;0.16
1820;5494.505495;0.14
1820;5494.505495;0.12
1820;5494.505495;0.11
1820;5494.505495;0.1
1820;5494.505495;0.1
1820;5494.505495;0.11
1820;5494.505495;0.1
1820;5494.505495;0.09
1820;5494.505495;0.08
1820;5494.505495;0.07
1820;5494.505495;0.05
1820;5494.505495;0.03
1821;5491.488193;0.01
1821;5491.488193;-0.01
1821;5491.488193;-0.03
1821;5491.488193;-0.06
1821;5491.488193;-0.09
1821;5491.488193;-0.12
1821;5491.488193;-0.15
1821;5491.488193;-0.16
1821;5491.488193;-0.16
1821;5491.488193;-0.14
1821;5491.488193;-0.11
1821;5491.488193;-0.06
1822;5488.474204;-0.01
1822;5488.474204;0.04
1822;5488.474204;0.07
1822;5488.474204;0.09
1822;5488.474204;0.08
1822;5488.474204;0.04
1822;5488.474204;-0.01
1822;5488.474204;-0.07
1822;5488.474204;-0.13
1822;5488.474204;-0.17
1822;5488.474204;-0.19
1822;5488.474204;-0.19
1822;5488.474204;-0.17
1823;5485.463522;-0.13
1823;5485.463522;-0.09
1823;5485.463522;-0.05
1823;5485.463522;-0.03
1823;5485.463522;-0.01
