4.999635e+002,1.449360e+001
5.004456e+002,1.485422e+001
5.009278e+002,1.521075e+001
5.014099e+002,1.555482e+001
5.018920e+002,1.588538e+001
5.023741e+002,1.620947e+001
5.028563e+002,1.653989e+001
5.033384e+002,1.689064e+001
5.038205e+002,1.727169e+001
5.043026e+002,1.768545e+001
5.047848e+002,1.812597e+001
5.052669e+002,1.858148e+001
5.057490e+002,1.903925e+001
5.062311e+002,1.949104e+001
5.067133e+002,1.993737e+001
5.071954e+002,2.038912e+001
5.076775e+002,2.086584e+001
5.081596e+002,2.139130e+001
5.086418e+002,2.198777e+001
5.091239e+002,2.267080e+001
5.096060e+002,2.344620e+001
5.100881e+002,2.430978e+001
5.105703e+002,2.524969e+001
5.110524e+002,2.625031e+001
5.115345e+002,2.729648e+001
5.120166e+002,2.837703e+001
5.124988e+002,2.948664e+001
5.129809e+002,3.062594e+001
5.134630e+002,3.179995e+001
5.139451e+002,3.301572e+001
5.144272e+002,3.428000e+001
5.149094e+002,3.559747e+001
5.153915e+002,3.696990e+001
5.158737e+002,3.839580e+001
5.163558e+002,3.987022e+001
5.168379e+002,4.138409e+001
5.173200e+002,4.292347e+001
5.178021e+002,4.446856e+001
5.182842e+002,4.599362e+001
5.187664e+002,4.746804e+001
5.192485e+002,4.885861e+001
5.197307e+002,5.013284e+001
5.202128e+002,5.126199e+001
5.206949e+002,5.222315e+001
5.211770e+002,5.299916e+001
5.216591e+002,5.357700e+001
5.221412e+002,5.394531e+001
5.226234e+002,5.409283e+001
5.231055e+002,5.400856e+001
5.235876e+002,5.368399e+001
5.240698e+002,5.311636e+001
5.245519e+002,5.231141e+001
5.250340e+002,5.128386e+001
5.255161e+002,5.005548e+001
5.259982e+002,4.865090e+001
5.264804e+002,4.709311e+001
5.269625e+002,4.540076e+001
5.274446e+002,4.358817e+001
5.279268e+002,4.166811e+001
5.284089e+002,3.965608e+001
5.288910e+002,3.757391e+001
5.293731e+002,3.545128e+001
5.298552e+002,3.332417e+001
5.303374e+002,3.123093e+001
5.308195e+002,2.920724e+001
5.313016e+002,2.728162e+001
5.317838e+002,2.547277e+001
5.322659e+002,2.378894e+001
5.327480e+002,2.222932e+001
5.332301e+002,2.078647e+001
5.337123e+002,1.944916e+001
5.341944e+002,1.820488e+001
5.346765e+002,1.704181e+001
5.351586e+002,1.595002e+001
5.356407e+002,1.492209e+001
5.361229e+002,1.395323e+001
5.366050e+002,1.304102e+001
5.370872e+002,1.218493e+001
5.375693e+002,1.138554e+001
5.380514e+002,1.064394e+001
5.385335e+002,9.960861e+000
5.390156e+002,9.336075e+000
5.394977e+002,8.767794e+000
5.399799e+002,8.252354e+000
5.404620e+002,7.784220e+000
5.409442e+002,7.356446e+000
5.414263e+002,6.961556e+000
5.419084e+002,6.592644e+000
5.423905e+002,6.244405e+000
5.428726e+002,5.913709e+000
5.433547e+002,5.599490e+000
5.438369e+002,5.301968e+000
5.443190e+002,5.021481e+000
5.448011e+002,4.757458e+000
5.452833e+002,4.507993e+000
5.457654e+002,4.270305e+000
5.462475e+002,4.041833e+000
5.467296e+002,3.821463e+000
5.472117e+002,3.610176e+000
5.476939e+002,3.410736e+000
5.481760e+002,3.226444e+000
5.486581e+002,3.059522e+000
5.491403e+002,2.909899e+000
5.496224e+002,2.775064e+000
5.501045e+002,2.651113e+000
5.505866e+002,2.534532e+000
5.510687e+002,2.423810e+000
5.515509e+002,2.320001e+000
5.520330e+002,2.225773e+000
5.525151e+002,2.143289e+000
5.529973e+002,2.071902e+000
5.534794e+002,2.006886e+000
5.539615e+002,1.940039e+000
5.544436e+002,1.862153e+000
5.549258e+002,1.766433e+000
5.554079e+002,1.651486e+000
5.558900e+002,1.522530e+000
5.563721e+002,1.390250e+000
5.568542e+002,1.267622e+000
