4.999633e+003,1.846221e-002
5.000115e+003,-6.868786e-003
5.000597e+003,-2.845084e-002
5.001079e+003,-4.490773e-002
5.001562e+003,-5.559445e-002
5.002043e+003,-6.042406e-002
5.002525e+003,-5.976206e-002
5.003008e+003,-5.444999e-002
5.003490e+003,-4.590559e-002
5.003972e+003,-3.616125e-002
5.004454e+003,-2.770163e-002
5.004936e+003,-2.304487e-002
5.005418e+003,-2.414304e-002
5.005900e+003,-3.179190e-002
5.006382e+003,-4.527578e-002
5.006865e+003,-6.241467e-002
5.007347e+003,-8.004431e-002
5.007829e+003,-9.480614e-002
5.008311e+003,-1.040112e-001
5.008793e+003,-1.063159e-001
5.009275e+003,-1.020127e-001
5.009757e+003,-9.286233e-002
5.010240e+003,-8.153615e-002
5.010722e+003,-7.083766e-002
5.011204e+003,-6.292206e-002
5.011686e+003,-5.871762e-002
5.012168e+003,-5.769331e-002
5.012650e+003,-5.802941e-002
5.013132e+003,-5.715230e-002
5.013614e+003,-5.250675e-002
5.014097e+003,-4.237057e-002
5.014579e+003,-2.648848e-002
5.015061e+003,-6.323059e-003
5.015543e+003,1.519312e-002
5.016025e+003,3.438103e-002
5.016507e+003,4.783326e-002
5.016989e+003,5.342282e-002
5.017471e+003,5.096662e-002
5.017954e+003,4.229480e-002
5.018436e+003,3.066711e-002
5.018918e+003,1.970989e-002
5.019400e+003,1.223517e-002
5.019882e+003,9.366802e-003
5.020364e+003,1.029794e-002
5.020846e+003,1.277106e-002
5.021329e+003,1.409116e-002
5.021811e+003,1.227132e-002
5.022292e+003,6.855851e-003
5.022775e+003,-9.045356e-004
5.023257e+003,-8.585921e-003
5.023739e+003,-1.360133e-002
5.024221e+003,-1.426125e-002
5.024703e+003,-1.044211e-002
5.025186e+003,-3.591043e-003
5.025667e+003,3.923193e-003
5.026150e+003,9.833887e-003
5.026632e+003,1.294470e-002
5.027114e+003,1.364365e-002
5.027596e+003,1.375404e-002
5.028078e+003,1.578372e-002
5.028560e+003,2.186834e-002
5.029042e+003,3.281243e-002
5.029524e+003,4.757870e-002
5.030007e+003,6.340607e-002
5.030489e+003,7.649820e-002
5.030971e+003,8.308386e-002
5.031453e+003,8.051617e-002
5.031935e+003,6.811082e-002
5.032417e+003,4.750230e-002
5.032899e+003,2.242409e-002
5.033381e+003,-2.049325e-003
5.033864e+003,-2.064397e-002
5.034346e+003,-2.916556e-002
5.034828e+003,-2.561145e-002
5.035310e+003,-1.080619e-002
5.035792e+003,1.167029e-002
5.036274e+003,3.632345e-002
5.036756e+003,5.718232e-002
5.037239e+003,6.944323e-002
5.037721e+003,7.081093e-002
5.038203e+003,6.208547e-002
5.038685e+003,4.677380e-002
5.039167e+003,2.984228e-002
5.039649e+003,1.604163e-002
5.040131e+003,8.401314e-003
5.040613e+003,7.426234e-003
5.041096e+003,1.125001e-002
5.041578e+003,1.661848e-002
5.042060e+003,2.025632e-002
5.042542e+003,2.004906e-002
5.043024e+003,1.560495e-002
5.043506e+003,8.072958e-003
5.043988e+003,-5.662672e-004
5.044470e+003,-8.318231e-003
5.044953e+003,-1.370859e-002
5.045435e+003,-1.586175e-002
5.045917e+003,-1.423825e-002
5.046399e+003,-8.337762e-003
5.046881e+003,2.329192e-003
5.047363e+003,1.789278e-002
5.047845e+003,3.756641e-002
5.048327e+003,5.924450e-002
5.048810e+003,7.961491e-002
5.049292e+003,9.492268e-002
5.049774e+003,1.021864e-001
5.050256e+003,1.003918e-001
5.050738e+003,9.112006e-002
5.051220e+003,7.826468e-002
5.051702e+003,6.686466e-002
5.052185e+003,6.146672e-002
5.052667e+003,6.463710e-002
5.053148e+003,7.618042e-002
5.053631e+003,9.332147e-002
5.054113e+003,1.117109e-001
5.054595e+003,1.268111e-001
5.055077e+003,1.351306e-001
5.055559e+003,1.349243e-001
5.056042e+003,1.262627e-001
5.056523e+003,1.106464e-001
5.057006e+003,9.047312e-002
5.057488e+003,6.860460e-002
5.057970e+003,4.810829e-002
5.058452e+003,3.206556e-002
5.058934e+003,2.327536e-002
5.059416e+003,2.376104e-002
